Product_ID,Sale_Date,Sales_Rep,Region,Sales_Amount,Quantity_Sold,Product_Category,Unit_Cost,Unit_Price,Customer_Type,Discount,Payment_Method,Sales_Channel,Region_and_Sales_Rep,Calculated_Revenue,Total_Cost,Profit,Profit_Margin,Month,Quarter,,,Base_Margin_Pct,Discount_Issue_Flag
1033,2023-11-14,David,South,4011.8,23,Furniture,2981.5,3360.4,Returning,0.22,Bank Transfer,Retail,South-David,60285.576,68574.5,-8288.924,-0.1374943154,November,2023Q4,,,11.28%,YES
1076,2023-12-16,Eve,East,7160.75,30,Clothing,3519.63,3774.65,New,0.2,Credit Card,Retail,East-Eve,90591.6,105588.9,-14997.3,-0.1655484614,December,2023Q4,,,6.76%,YES
1058,2023-04-05,Alice,North,2072.23,33,Furniture,1011.65,1084.28,Returning,0.07,Bank Transfer,Retail,North-Alice,33276.5532,33384.45,-107.8968,-0.003242427163,April,2023Q2,,,6.70%,YES
1022,2023-06-01,David,East,8913.13,9,Electronics,2263.65,2558.95,New,0.03,Cash,Online,East-David,22339.6335,20372.85,1966.7835,0.08804009699,June,2023Q2,,,11.54%,NO
1089,2023-11-07,Bob,West,2945.36,47,Furniture,4157.62,4314.56,New,0.17,Bank Transfer,Retail,West-Bob,168310.9856,195408.14,-27097.1544,-0.1609945679,November,2023Q4,,,3.64%,YES
1049,2023-05-17,Alice,West,3741.08,1,Furniture,3290.89,3317.75,Returning,0.17,Bank Transfer,Online,West-Alice,2753.7325,3290.89,-537.1575,-0.1950652433,May,2023Q2,,,0.81%,YES
1091,2023-09-04,Charlie,South,675.11,44,Food,2085.46,2406.58,Returning,0.06,Bank Transfer,Retail,South-Charlie,99536.1488,91760.24,7775.9088,0.07812145531,September,2023Q3,,,13.34%,NO
1059,2023-08-31,Alice,North,1203.97,35,Food,3333.64,3764.52,Returning,0.02,Credit Card,Online,North-Alice,129123.036,116677.4,12445.636,0.09638586875,August,2023Q3,,,11.45%,NO
1042,2023-01-31,Alice,North,5207.03,11,Food,635.2,814.14,Returning,0.02,Cash,Online,North-Alice,8776.4292,6987.2,1789.2292,0.2038675593,January,2023Q1,,,21.98%,NO
1092,2023-02-09,David,West,2749.17,34,Furniture,2037.41,2238.65,New,0.3,Credit Card,Online,West-David,53279.87,69271.94,-15992.07,-0.3001521963,February,2023Q1,,,8.99%,YES
1060,2023-08-17,Bob,East,8371.25,16,Clothing,3975.99,4422.59,New,0.24,Cash,Online,East-Bob,53778.6944,63615.84,-9837.1456,-0.1829190111,August,2023Q3,,,10.10%,YES
1080,2023-02-05,Charlie,South,245.46,9,Electronics,1141.52,1550.19,New,0.28,Credit Card,Retail,South-Charlie,10045.2312,10273.68,-228.4488,-0.02274201514,February,2023Q1,,,26.36%,YES
1015,2023-08-11,Eve,East,3853.03,32,Furniture,970.51,1330.84,Returning,0.06,Cash,Retail,East-Eve,40031.6672,31056.32,8975.3472,0.2242061805,August,2023Q3,,,27.08%,NO
1062,2023-01-06,Eve,East,3439.72,15,Clothing,4756.55,4888.46,New,0.29,Credit Card,Online,East-Eve,52062.099,71348.25,-19286.151,-0.3704451294,January,2023Q1,,,2.70%,YES
1062,2023-11-18,Alice,East,291.34,12,Furniture,1088.99,1545,Returning,0.04,Bank Transfer,Retail,East-Alice,17798.4,13067.88,4730.52,0.2657834412,November,2023Q4,,,29.52%,NO
1047,2023-08-08,David,North,1331.25,33,Electronics,1341.55,1427.21,Returning,0.15,Credit Card,Online,North-David,40033.2405,44271.15,-4237.9095,-0.1058597667,August,2023Q3,,,6.00%,YES
1062,2023-03-16,David,West,4195.06,45,Furniture,4849.6,5166.72,Returning,0.25,Credit Card,Online,West-David,174376.8,218232,-43855.2,-0.2514967587,March,2023Q1,,,6.14%,YES
1051,2023-01-04,Eve,North,4979.36,14,Electronics,3686.81,3710.92,New,0.1,Bank Transfer,Retail,North-Eve,46757.592,51615.34,-4857.748,-0.1038921765,January,2023Q1,,,0.65%,YES
1055,2023-12-01,Charlie,West,4102.47,8,Furniture,3513,3838.42,Returning,0.13,Bank Transfer,Online,West-Charlie,26715.4032,28104,-1388.5968,-0.05197738509,December,2023Q4,,,8.48%,YES
1064,2023-05-14,Bob,South,5356.28,8,Electronics,4271.99,4417.79,Returning,0.04,Cash,Online,South-Bob,33928.6272,34175.92,-247.2928,-0.007288617914,May,2023Q2,,,3.30%,YES
1003,2023-04-28,Charlie,South,5991.8,27,Furniture,623.32,853.66,Returning,0.04,Cash,Online,South-Charlie,22126.8672,16829.64,5297.2272,0.2394024944,April,2023Q2,,,26.98%,NO
1051,2023-04-04,Bob,East,198.25,12,Electronics,3544.48,3723.66,Returning,0.19,Cash,Online,East-Bob,36193.9752,42533.76,-6339.7848,-0.1751613291,April,2023Q2,,,4.81%,YES
1007,2023-03-03,Eve,West,4694.54,1,Food,2543.26,2637.91,Returning,0.2,Credit Card,Online,West-Eve,2110.328,2543.26,-432.932,-0.2051491522,March,2023Q1,,,3.59%,YES
1021,2023-07-13,Bob,West,9638.64,43,Furniture,4154.3,4469.07,Returning,0.23,Cash,Retail,West-Bob,147970.9077,178634.9,-30663.9923,-0.2072298723,July,2023Q3,,,7.04%,YES
1073,2023-12-01,David,West,5238.42,40,Furniture,2565.3,3007.47,Returning,0.17,Credit Card,Retail,West-David,99848.004,102612,-2763.996,-0.02768203559,December,2023Q4,,,14.70%,YES
1039,2023-07-22,Alice,East,6807.67,42,Clothing,3120.19,3600.14,Returning,0.19,Credit Card,Retail,East-Alice,122476.7628,131047.98,-8571.2172,-0.06998239506,July,2023Q3,,,13.33%,YES
1018,2023-01-26,Alice,East,3187.45,11,Clothing,2414.82,2519.07,Returning,0,Cash,Online,East-Alice,27709.77,26563.02,1146.75,0.0413843204,January,2023Q1,,,4.14%,NO
1004,2023-06-22,Eve,South,7762.51,39,Electronics,2416.89,2778.4,Returning,0.05,Cash,Online,South-Eve,102939.72,94258.71,8681.01,0.08433100459,June,2023Q2,,,13.01%,NO
1089,2023-10-27,David,North,7751.92,43,Furniture,3851.45,4186.98,Returning,0.3,Credit Card,Online,North-David,126028.098,165612.35,-39584.252,-0.3140906879,October,2023Q4,,,8.01%,YES
1060,2023-05-13,Charlie,West,5260.83,31,Electronics,3161.4,3339.66,Returning,0.02,Bank Transfer,Online,West-Charlie,101458.8708,98003.4,3455.4708,0.034057848,May,2023Q2,,,5.34%,NO
1014,2023-11-22,David,West,9762.54,17,Food,3184.65,3204.01,New,0.2,Bank Transfer,Online,West-David,43574.536,54139.05,-10564.514,-0.2424469649,November,2023Q4,,,0.60%,YES
1009,2023-04-28,Alice,North,1342.95,33,Clothing,2278.9,2626.9,New,0.05,Credit Card,Online,North-Alice,82353.315,75203.7,7149.615,0.08681635949,April,2023Q2,,,13.25%,NO
1090,2023-11-20,Alice,West,267.78,32,Electronics,2678.99,3152.28,Returning,0.22,Cash,Retail,West-Alice,78680.9088,85727.68,-7046.7712,-0.08956138544,November,2023Q4,,,15.01%,YES
1053,2023-10-02,David,East,7724.57,29,Electronics,3741.3,4061.04,Returning,0.21,Credit Card,Online,East-David,93038.4264,108497.7,-15459.2736,-0.1661600932,October,2023Q4,,,7.87%,YES
1002,2023-07-31,David,East,8090.84,21,Clothing,4138.41,4361.7,Returning,0.07,Credit Card,Retail,East-David,85184.001,86906.61,-1722.609,-0.02022221285,July,2023Q3,,,5.12%,YES
1084,2023-08-13,Alice,West,1290.05,21,Furniture,3497.98,3765.31,New,0.08,Cash,Online,West-Alice,72745.7892,73457.58,-711.7908,-0.009784632318,August,2023Q3,,,7.10%,YES
1092,2023-01-20,Charlie,East,2729.27,40,Electronics,4624.16,4731.98,New,0.2,Bank Transfer,Retail,East-Charlie,151423.36,184966.4,-33543.04,-0.2215182651,January,2023Q1,,,2.28%,YES
1060,2023-04-23,Eve,East,273.77,23,Clothing,4110.6,4488.37,New,0.12,Credit Card,Online,East-Eve,90844.6088,94543.8,-3699.1912,-0.04071998602,April,2023Q2,,,8.42%,YES
1071,2023-05-20,Eve,West,3003.76,6,Furniture,2831.23,3206.98,Returning,0.06,Bank Transfer,Retail,West-Eve,18087.3672,16987.38,1099.9872,0.06081521914,May,2023Q2,,,11.72%,NO
1044,2023-02-16,David,South,7754.1,22,Food,3373.46,3454.76,Returning,0.22,Bank Transfer,Retail,South-David,59283.6816,74216.12,-14932.4384,-0.251881091,February,2023Q1,,,2.35%,YES
1008,2023-01-01,Eve,North,5227.81,38,Clothing,4635.23,5075.44,Returning,0.05,Cash,Online,North-Eve,183223.384,176138.74,7084.644,0.03866670206,January,2023Q1,,,8.67%,NO
1047,2023-03-31,Alice,East,3546.15,37,Electronics,3114.88,3256.78,Returning,0.26,Credit Card,Online,East-Alice,89170.6364,115250.56,-26079.9236,-0.2924721035,March,2023Q1,,,4.36%,YES
1035,2023-05-22,Alice,South,3780.22,45,Food,4132.79,4624.1,New,0.15,Credit Card,Retail,South-Alice,176871.825,185975.55,-9103.725,-0.05147074725,May,2023Q2,,,10.62%,YES
1078,2023-11-16,David,East,113.4,8,Furniture,3459.61,3657.23,Returning,0.03,Bank Transfer,Online,East-David,28380.1048,27676.88,703.2248,0.02477879504,November,2023Q4,,,5.40%,NO
1081,2023-02-07,David,East,3068.03,41,Furniture,2782.08,2879.24,New,0.21,Bank Transfer,Online,East-David,93258.5836,114065.28,-20806.6964,-0.2231075746,February,2023Q1,,,3.37%,YES
1036,2023-10-20,David,North,6499.94,49,Clothing,1247.1,1429.44,New,0.16,Cash,Online,North-David,58835.7504,61107.9,-2272.1496,-0.03861851994,October,2023Q4,,,12.76%,YES
1050,2023-05-19,Charlie,East,9744.52,35,Clothing,2158.69,2384.38,Returning,0.09,Bank Transfer,Retail,East-Charlie,75942.503,75554.15,388.353,0.005113776669,May,2023Q2,,,9.47%,NO
1004,2023-12-22,Eve,North,8485.9,11,Clothing,4840.33,4884.29,New,0.13,Cash,Online,North-Eve,46742.6553,53243.63,-6500.9747,-0.1390801327,December,2023Q4,,,0.90%,YES
1002,2023-11-29,David,North,333.59,24,Furniture,3305.94,3599.27,New,0.09,Credit Card,Retail,North-David,78608.0568,79342.56,-734.5032,-0.009343866645,November,2023Q4,,,8.15%,YES
1006,2023-09-16,Bob,North,8995.75,49,Food,2843.76,3146.6,New,0.08,Cash,Retail,North-Bob,141848.728,139344.24,2504.488,0.01765604835,September,2023Q3,,,9.62%,NO
1054,2023-06-10,Bob,South,7853.66,21,Furniture,4668.14,5040.22,New,0.05,Bank Transfer,Online,South-Bob,100552.389,98030.94,2521.449,0.02507597308,June,2023Q2,,,7.38%,NO
1004,2023-06-27,Alice,West,7825.72,2,Electronics,2953.23,2977.52,Returning,0.11,Credit Card,Retail,West-Alice,5299.9856,5906.46,-606.4744,-0.114429443,June,2023Q2,,,0.82%,YES
1054,2023-01-10,Eve,South,4634.16,40,Furniture,2654.11,2929.32,Returning,0.08,Cash,Online,South-Eve,107798.976,106164.4,1634.576,0.01516318671,January,2023Q1,,,9.40%,NO
1093,2023-09-18,David,West,4040.25,19,Electronics,3808.59,3844.51,New,0.21,Credit Card,Online,West-David,57706.0951,72363.21,-14657.1149,-0.2539959579,September,2023Q3,,,0.93%,YES
1063,2023-05-18,Bob,West,3098.87,39,Food,3577.69,3931.25,Returning,0.21,Cash,Retail,West-Bob,121121.8125,139529.91,-18408.0975,-0.1519800366,May,2023Q2,,,8.99%,YES
1018,2023-06-21,Eve,North,750.38,28,Clothing,1006.14,1043.45,New,0.15,Bank Transfer,Retail,North-Eve,24834.11,28171.92,-3337.81,-0.1344042529,June,2023Q2,,,3.58%,YES
1090,2023-01-13,Alice,East,2359.53,17,Clothing,2382.98,2839.73,Returning,0.23,Bank Transfer,Retail,East-Alice,37172.0657,40510.66,-3338.5943,-0.08981460237,January,2023Q1,,,16.08%,YES
1044,2023-06-17,Charlie,North,2541.38,6,Furniture,2388.95,2742.97,Returning,0.25,Credit Card,Retail,North-Charlie,12343.365,14333.7,-1990.335,-0.1612473584,June,2023Q2,,,12.91%,YES
1034,2023-05-10,Eve,East,4892.36,19,Clothing,1922.21,2180.83,Returning,0.17,Credit Card,Retail,East-Eve,34391.6891,36521.99,-2130.3009,-0.06194231676,May,2023Q2,,,11.86%,YES
1074,2023-03-25,Eve,West,7499.7,38,Food,2610.6,2836.94,Returning,0.19,Credit Card,Online,West-Eve,87321.0132,99202.8,-11881.7868,-0.1360701893,March,2023Q1,,,7.98%,YES
1062,2023-11-17,Charlie,North,4790.72,28,Clothing,2094.88,2168.91,Returning,0.08,Cash,Retail,North-Charlie,55871.1216,58656.64,-2785.5184,-0.04985613892,November,2023Q4,,,3.41%,YES
1100,2023-11-15,Eve,East,672.66,2,Furniture,1036.76,1189.35,New,0.27,Bank Transfer,Online,East-Eve,1736.451,2073.52,-337.069,-0.1941137412,November,2023Q4,,,12.83%,YES
1014,2023-04-11,Alice,South,9582.12,38,Food,2091.21,2527,Returning,0.01,Credit Card,Online,South-Alice,95065.74,79465.98,15599.76,0.1640944466,April,2023Q2,,,17.25%,NO
1095,2023-11-25,Alice,East,9432.97,37,Electronics,407.77,860.95,New,0.1,Credit Card,Retail,East-Alice,28669.635,15087.49,13582.145,0.473746701,November,2023Q4,,,52.64%,NO
1048,2023-09-30,Charlie,North,7873.38,4,Furniture,2900.14,2910.51,New,0.22,Credit Card,Retail,North-Charlie,9080.7912,11600.56,-2519.7688,-0.2774833981,September,2023Q3,,,0.36%,YES
1015,2023-09-22,David,South,9914.15,22,Electronics,4275.59,4576.72,Returning,0.02,Cash,Retail,South-David,98674.0832,94062.98,4611.1032,0.04673064143,September,2023Q3,,,6.58%,NO
1072,2023-02-07,Bob,East,5490.38,26,Food,3640.17,4002.63,New,0.05,Credit Card,Retail,East-Bob,98864.961,94644.42,4220.541,0.04268995767,February,2023Q1,,,9.06%,NO
1078,2023-04-04,David,East,9631.41,49,Furniture,1833.95,2147.14,Returning,0.18,Credit Card,Retail,East-David,86272.0852,89863.55,-3591.4648,-0.04162951193,April,2023Q2,,,14.59%,YES
1087,2023-04-05,Eve,East,848.49,43,Furniture,481,531.02,New,0.17,Cash,Online,East-Eve,18952.1038,20683,-1730.8962,-0.09133002955,April,2023Q2,,,9.42%,YES
1062,2023-11-01,Bob,East,3720.24,36,Food,1050.64,1167.33,New,0.22,Cash,Online,East-Bob,32778.6264,37823.04,-5044.4136,-0.1538933797,November,2023Q4,,,10.00%,YES
1040,2023-03-10,Charlie,East,2331.27,13,Clothing,2750.18,2882.85,Returning,0.24,Credit Card,Online,East-Charlie,28482.558,35752.34,-7269.782,-0.2552362748,March,2023Q1,,,4.60%,YES
1085,2023-11-14,Charlie,South,2038.75,32,Furniture,1074.93,1492.48,Returning,0.04,Credit Card,Retail,South-Charlie,45848.9856,34397.76,11451.2256,0.2497596283,November,2023Q4,,,27.98%,NO
1080,2023-08-24,Bob,West,1493.95,17,Furniture,2742.67,2979.64,Returning,0.01,Cash,Retail,West-Bob,50147.3412,46625.39,3521.9512,0.07023206247,August,2023Q3,,,7.95%,NO
1082,2023-11-30,Alice,South,6261.9,41,Electronics,1196.42,1444.97,Returning,0.21,Bank Transfer,Online,South-Alice,46802.5783,49053.22,-2250.6417,-0.04808798536,November,2023Q4,,,17.20%,YES
1053,2023-05-17,Bob,South,7835.09,36,Clothing,4252.17,4720.27,New,0.09,Cash,Retail,South-Bob,154636.0452,153078.12,1557.9252,0.01007478688,May,2023Q2,,,9.92%,NO
1024,2023-03-17,Eve,South,5825.15,46,Electronics,2016.49,2338.66,Returning,0.19,Bank Transfer,Retail,South-Eve,87138.4716,92758.54,-5620.0684,-0.06449583401,March,2023Q1,,,13.78%,YES
1026,2023-02-04,Alice,West,1554.93,19,Electronics,1265.48,1715.83,New,0.05,Credit Card,Retail,West-Alice,30970.7315,24044.12,6926.6115,0.2236502389,February,2023Q1,,,26.25%,NO
1089,2023-01-01,Charlie,North,8130.13,35,Clothing,4071.01,4304.7,New,0.14,Credit Card,Online,North-Charlie,129571.47,142485.35,-12913.88,-0.09966607618,January,2023Q1,,,5.43%,YES
1060,2023-10-23,Bob,West,6395.95,46,Clothing,1747.05,1830.27,New,0.15,Bank Transfer,Retail,West-Bob,71563.557,80364.3,-8800.743,-0.1229779984,October,2023Q4,,,4.55%,YES
1041,2023-11-16,David,South,3942.84,40,Food,601.86,1067.53,New,0.18,Cash,Online,South-David,35014.984,24074.4,10940.584,0.3124543481,November,2023Q4,,,43.62%,NO
1029,2023-03-01,David,East,6773.89,28,Clothing,2873.53,3108.3,New,0.15,Credit Card,Retail,East-David,73977.54,80458.84,-6481.3,-0.08761172648,March,2023Q1,,,7.55%,YES
1015,2023-11-16,Eve,East,2673.06,1,Furniture,2928.74,3027.74,New,0.15,Bank Transfer,Retail,East-Eve,2573.579,2928.74,-355.161,-0.138002758,November,2023Q4,,,3.27%,YES
1045,2023-12-15,David,South,3517.4,42,Clothing,3587.74,3745.91,Returning,0.1,Cash,Online,South-David,141595.398,150685.08,-9089.682,-0.06419475582,December,2023Q4,,,4.22%,YES
1065,2023-11-24,Bob,East,9183.11,18,Food,1239.09,1273.98,New,0.02,Bank Transfer,Retail,East-Bob,22473.0072,22303.62,169.3872,0.007537362423,November,2023Q4,,,2.74%,NO
1089,2023-09-24,Bob,South,2975.99,48,Food,2246.67,2486.14,New,0.03,Cash,Retail,South-Bob,115754.6784,107840.16,7914.5184,0.06837320538,September,2023Q3,,,9.63%,NO
1071,2023-12-27,David,East,4752.88,40,Food,1447.72,1875.75,New,0.13,Cash,Retail,East-David,65276.1,57908.8,7367.3,0.1128636668,December,2023Q4,,,22.82%,NO
1009,2023-08-17,Bob,West,8912.4,33,Clothing,450.72,918.17,Returning,0.11,Cash,Online,West-Bob,26966.6529,14873.76,12092.8929,0.448438779,August,2023Q3,,,50.91%,NO
1088,2023-09-27,Eve,North,7106.44,12,Clothing,4389.24,4856.22,Returning,0.15,Cash,Retail,North-Eve,49533.444,52670.88,-3137.436,-0.06333975082,September,2023Q3,,,9.62%,YES
1001,2023-11-12,Alice,North,715.81,8,Electronics,3657.91,3729.27,New,0.09,Bank Transfer,Retail,North-Alice,27149.0856,29263.28,-2114.1944,-0.07787350304,November,2023Q4,,,1.91%,YES
1008,2023-10-13,Eve,West,1558.3,24,Electronics,1542.24,1739.45,Returning,0.21,Bank Transfer,Retail,West-Eve,32979.972,37013.76,-4033.788,-0.1223102312,October,2023Q4,,,11.34%,YES
1088,2023-10-18,Eve,West,177.63,16,Furniture,3016.9,3040.73,New,0.26,Bank Transfer,Retail,West-Eve,36002.2432,48270.4,-12268.1568,-0.3407609001,October,2023Q4,,,0.78%,YES
1063,2023-08-01,Bob,South,6346.13,4,Electronics,1046.26,1475.29,Returning,0.09,Bank Transfer,Retail,South-Bob,5370.0556,4185.04,1185.0156,0.2206710113,August,2023Q3,,,29.08%,NO
1011,2023-06-14,Alice,South,4531.97,38,Furniture,4456.67,4642.46,New,0.06,Bank Transfer,Online,South-Alice,165828.6712,169353.46,-3524.7888,-0.02125560541,June,2023Q2,,,4.00%,YES
1081,2023-01-05,Bob,South,1429.32,44,Food,618.79,938.04,Returning,0.03,Cash,Online,South-Bob,40035.5472,27226.76,12808.7872,0.3199353598,January,2023Q1,,,34.03%,NO
1008,2023-12-05,Charlie,East,9583.55,27,Electronics,68.99,429.29,Returning,0.18,Credit Card,Retail,East-Charlie,9504.4806,1862.73,7641.7506,0.8040155924,December,2023Q4,,,83.93%,NO
1035,2023-03-19,Bob,South,5343.63,9,Clothing,2534.94,2755.56,Returning,0.13,Credit Card,Retail,South-Bob,21576.0348,22814.46,-1238.4252,-0.05739818328,March,2023Q1,,,8.01%,YES
1035,2023-03-03,Bob,West,2494.74,47,Electronics,2936.48,3096.64,New,0.06,Bank Transfer,Online,West-Bob,136809.5552,138014.56,-1205.0048,-0.008807899406,March,2023Q1,,,5.17%,YES
1033,2023-05-12,Bob,North,5055.98,16,Furniture,2915.88,3397.36,New,0.2,Bank Transfer,Retail,North-Bob,43486.208,46654.08,-3167.872,-0.0728477406,May,2023Q2,,,14.17%,YES
1005,2023-03-30,Alice,East,6828.24,12,Electronics,319.83,802.43,New,0.04,Credit Card,Retail,East-Alice,9243.9936,3837.96,5406.0336,0.5848158095,March,2023Q1,,,60.14%,NO
1041,2023-08-25,Bob,South,854.77,31,Food,1604.52,1756.34,Returning,0.17,Cash,Retail,South-Bob,45190.6282,49740.12,-4549.4918,-0.1006733471,August,2023Q3,,,8.64%,YES
1028,2023-02-11,Alice,East,2819.57,24,Clothing,2521.03,2766.05,Returning,0.16,Bank Transfer,Retail,East-Alice,55763.568,60504.72,-4741.152,-0.08502239312,February,2023Q1,,,8.86%,YES
1007,2023-03-30,David,East,8088.96,14,Furniture,1122.07,1608.76,New,0.22,Cash,Retail,East-David,17567.6592,15708.98,1858.6792,0.1058011872,March,2023Q1,,,30.25%,NO
1073,2023-10-23,Charlie,South,4650.68,45,Clothing,4369.5,4381.89,Returning,0.02,Credit Card,Retail,South-Charlie,193241.349,196627.5,-3386.151,-0.01752291121,October,2023Q4,,,0.28%,YES
1072,2023-11-24,Alice,East,5511.11,25,Clothing,481.19,693.4,New,0.27,Credit Card,Retail,East-Alice,12654.55,12029.75,624.8,0.04937354548,November,2023Q4,,,30.60%,NO
1012,2023-10-22,David,North,4384.88,34,Furniture,2462.55,2521.77,New,0.21,Bank Transfer,Retail,North-David,67734.7422,83726.7,-15991.9578,-0.2360968283,October,2023Q4,,,2.35%,YES
1034,2023-04-14,Alice,West,534.61,3,Clothing,3472.51,3732,New,0.06,Cash,Online,West-Alice,10524.24,10417.53,106.71,0.0101394495,April,2023Q2,,,6.95%,NO
1033,2023-01-14,Alice,West,1740.92,24,Clothing,1345.67,1367.76,New,0.06,Bank Transfer,Online,West-Alice,30856.6656,32296.08,-1439.4144,-0.04664841038,January,2023Q1,,,1.62%,YES
1048,2023-10-15,Charlie,North,4510.86,42,Electronics,3139.99,3349.37,Returning,0.13,Credit Card,Retail,North-Charlie,122385.9798,131879.58,-9493.6002,-0.07757097844,October,2023Q4,,,6.25%,YES
1023,2023-06-28,Eve,East,2170.94,9,Clothing,4155.46,4273.6,Returning,0.25,Cash,Retail,East-Eve,28846.8,37399.14,-8552.34,-0.296474479,June,2023Q2,,,2.76%,YES
1062,2023-05-05,Eve,South,594.79,26,Clothing,992.17,1263.49,Returning,0.25,Bank Transfer,Retail,South-Eve,24638.055,25796.42,-1158.365,-0.04701527779,May,2023Q2,,,21.47%,YES
